Date,season,month,site,transect,grass.nograss,temp,ph,sal,par,do,sample,dist.from.shore,ent_count,geom_mean,notes,,
2/20/2020,winter,February,GG,B,1,8.2,8.61,26.15,62.4,11.62,1,1,0,5,,,
2/20/2020,winter,February,GG,B,1,8.2,8.61,26.15,62.4,11.62,2,20,2,,,,
2/20/2020,winter,February,GG,B,1,8.2,8.61,26.15,62.4,11.62,3,40,2,,,,
2/20/2020,winter,February,GG,B,1,8.2,8.61,26.15,62.4,11.62,4,60,0,,,,
2/20/2020,winter,February,GG,B,1,8.2,8.61,26.15,62.4,11.62,5,80,1,,,,
2/20/2020,winter,February,GG,B,1,8.2,8.61,26.15,62.4,11.62,6,100,25,,,,
2/20/2020,winter,February,GG,C,1,8.2,8.61,26.15,62.4,11.62,1,1,0,3.833333333,,,
2/20/2020,winter,February,GG,C,1,8.2,8.61,26.15,62.4,11.62,2,20,6,,,,
2/20/2020,winter,February,GG,C,1,8.2,8.61,26.15,62.4,11.62,3,40,5,,,,
2/20/2020,winter,February,GG,C,1,8.2,8.61,26.15,62.4,11.62,4,60,1,,,,
2/20/2020,winter,February,GG,C,1,8.2,8.61,26.15,62.4,11.62,5,80,2,,,,
2/20/2020,winter,February,GG,C,1,8.2,8.61,26.15,62.4,11.62,6,100,9,,,,
2/20/2020,winter,February,GG,D,1,8,8.69,23.55,18.8,9.95,1,1,6,9.666666667,,,
2/20/2020,winter,February,GG,D,0,8,8.69,23.55,18.8,9.95,2,20,4,,,,
2/20/2020,winter,February,GG,D,0,8,8.69,23.55,18.8,9.95,3,40,3,,,,
2/20/2020,winter,February,GG,D,0,8,8.69,23.55,18.8,9.95,4,60,2,,,,
2/20/2020,winter,February,GG,D,0,8,8.69,23.55,18.8,9.95,5,80,1,,,,
2/20/2020,winter,February,GG,D,0,8,8.69,23.55,18.8,9.95,6,100,42,,,,
2/20/2020,winter,February,GG,E,0,8,8.69,23.55,18.8,9.95,1,1,23,7.166666667,,,
2/20/2020,winter,February,GG,E,0,8,8.69,23.55,18.8,9.95,2,20,7,,,,
2/20/2020,winter,February,GG,E,0,8,8.69,23.55,18.8,9.95,3,40,3,,,,
2/20/2020,winter,February,GG,E,0,8,8.69,23.55,18.8,9.95,4,60,2,,,,
2/20/2020,winter,February,GG,E,0,8,8.69,23.55,18.8,9.95,5,80,6,,,,
2/20/2020,winter,February,GG,E,0,8,8.69,23.55,18.8,9.95,6,100,2,,,,
2/20/2020,winter,February,GG,F,0,8,8.69,23.55,18.8,9.95,1,1,43,8.833333333,,,
2/20/2020,winter,February,GG,F,0,8,8.69,23.55,18.8,9.95,2,20,2,,,,
2/20/2020,winter,February,GG,F,0,8,8.69,23.55,18.8,9.95,3,40,4,,,,
2/20/2020,winter,February,GG,F,0,8,8.69,23.55,18.8,9.95,4,60,2,,,,
2/20/2020,winter,February,GG,F,0,8,8.69,23.55,18.8,9.95,5,80,1,,,,
2/20/2020,winter,February,GG,F,0,8,8.69,23.55,18.8,9.95,6,100,1,,,,
3/17/2020,spring,March,Alki,A,1,7.9,9.04,31,31.6,11.33,1,1,10,4.333333333,,,
3/17/2020,spring,March,Alki,A,1,7.9,9.04,31,31.6,11.33,2,20,0,,,,
3/17/2020,spring,March,Alki,A,1,7.9,9.04,31,31.6,11.33,3,40,5,,,,
3/17/2020,spring,March,Alki,A,1,7.9,9.04,31,31.6,11.33,4,60,10,,,,
3/17/2020,spring,March,Alki,A,1,7.9,9.04,31,31.6,11.33,5,80,1,,,,
3/17/2020,spring,March,Alki,A,1,7.9,9.04,31,31.6,11.33,6,100,0,,,,
3/17/2020,spring,March,Alki,B,1,7.9,9.05,31.01,19.58,9.75,1,1,18,3.833333333,,,
3/17/2020,spring,March,Alki,B,1,7.9,9.05,31.01,19.58,9.75,2,20,0,,,,
3/17/2020,spring,March,Alki,B,1,7.9,9.05,31.01,19.58,9.75,3,40,0,,,,
3/17/2020,spring,March,Alki,B,1,7.9,9.05,31.01,19.58,9.75,4,60,0,,,,
3/17/2020,spring,March,Alki,B,1,7.9,9.05,31.01,19.58,9.75,5,80,0,,,,
3/17/2020,spring,March,Alki,B,1,7.9,9.05,31.01,19.58,9.75,6,100,5,,,,
3/17/2020,spring,March,Alki,C,1,7.9,9.02,31.02,10.57,9.35,1,1,7,5.833333333,,,
3/17/2020,spring,March,Alki,C,1,7.9,9.02,31.02,10.57,9.35,2,20,2,,,,
3/17/2020,spring,March,Alki,C,1,7.9,9.02,31.02,10.57,9.35,3,40,1,,,,
3/17/2020,spring,March,Alki,C,1,7.9,9.02,31.02,10.57,9.35,4,60,0,,,,
3/17/2020,spring,March,Alki,C,1,7.9,9.02,31.02,10.57,9.35,5,80,22,,,,
3/17/2020,spring,March,Alki,C,1,7.9,9.02,31.02,10.57,9.35,6,100,3,,,,
3/17/2020,spring,March,Alki,D,1,8,9,31.07,11.75,9.21,1,1,1,1.5,,,
3/17/2020,spring,March,Alki,D,0,8,9,31.07,11.75,9.21,2,20,1,,,,
3/17/2020,spring,March,Alki,D,0,8,9,31.07,11.75,9.21,3,40,0,,,,
3/17/2020,spring,March,Alki,D,0,8,9,31.07,11.75,9.21,4,60,2,,,,
3/17/2020,spring,March,Alki,D,0,8,9,31.07,11.75,9.21,5,80,5,,,,
3/17/2020,spring,March,Alki,D,0,8,9,31.07,11.75,9.21,6,100,0,,,,
3/17/2020,spring,March,Alki,E,0,8.1,8.95,31.06,9.45,9.09,1,1,1,7.333333333,,,
3/17/2020,spring,March,Alki,E,0,8.1,8.95,31.06,9.45,9.09,2,20,5,,,,
3/17/2020,spring,March,Alki,E,0,8.1,8.95,31.06,9.45,9.09,3,40,15,,,,
3/17/2020,spring,March,Alki,E,0,8.1,8.95,31.06,9.45,9.09,4,60,1,,,,
3/17/2020,spring,March,Alki,E,0,8.1,8.95,31.06,9.45,9.09,5,80,0,,,,
3/17/2020,spring,March,Alki,E,0,8.1,8.95,31.06,9.45,9.09,6,100,22,,,,
3/17/2020,spring,March,Alki,F,0,8.2,8.94,31.08,12.12,9.09,1,1,22,4.333333333,,,
3/17/2020,spring,March,Alki,F,0,8.2,8.94,31.08,12.12,9.09,2,20,0,,,,
3/17/2020,spring,March,Alki,F,0,8.2,8.94,31.08,12.12,9.09,3,40,0,,,,
3/17/2020,spring,March,Alki,F,0,8.1,8.91,31.05,11.39,9.06,4,60,3,,,,
3/17/2020,spring,March,Alki,F,0,8.1,8.91,31.05,11.39,9.06,5,80,0,,,,
3/17/2020,spring,March,Alki,F,0,8.1,8.91,31.05,11.39,9.06,6,100,1,,,,
3/17/2020,spring,March,smithcove,A,1,7.4,8.77,25.33,14.75,11.12,1,1,6,8.833333333,,,
3/17/2020,spring,March,smithcove,A,1,7.4,8.77,25.33,14.75,11.12,2,20,10,,,,
3/17/2020,spring,March,smithcove,A,1,7.4,8.77,25.33,14.75,11.12,3,40,3,,,,
3/17/2020,spring,March,smithcove,A,1,7.4,8.77,25.33,14.75,11.12,4,60,16,,,,
3/17/2020,spring,March,smithcove,A,1,7.4,8.77,25.33,14.75,11.12,5,80,8,,,,
3/17/2020,spring,March,smithcove,A,1,7.4,8.77,25.33,14.75,11.12,6,100,10,,,,
3/17/2020,spring,March,smithcove,B,1,7,8.81,26.63,12.52,9.63,1,1,21,14.66666667,,,
3/17/2020,spring,March,smithcove,B,1,7,8.81,26.63,12.52,9.63,2,20,8,,,,
3/17/2020,spring,March,smithcove,B,1,7,8.81,26.63,12.52,9.63,3,40,2,,,,
3/17/2020,spring,March,smithcove,B,1,7,8.81,26.63,12.52,9.63,4,60,15,,,,
3/17/2020,spring,March,smithcove,B,1,7,8.81,26.63,12.52,9.63,5,80,17,,,,
3/17/2020,spring,March,smithcove,B,1,7,8.81,26.63,12.52,9.63,6,100,25,,,,
3/17/2020,spring,March,smithcove,C,1,6.8,8.82,26.04,13,9.94,1,1,2,14.83333333,,,
3/17/2020,spring,March,smithcove,C,1,6.8,8.82,26.04,13,9.94,2,20,12,,,,
3/17/2020,spring,March,smithcove,C,1,6.8,8.82,26.04,13,9.94,3,40,9,,,,
3/17/2020,spring,March,smithcove,C,1,6.8,8.82,26.04,13,9.94,4,60,32,,,,
3/17/2020,spring,March,smithcove,C,1,6.8,8.82,26.04,13,9.94,5,80,19,,,,
3/17/2020,spring,March,smithcove,C,1,6.8,8.82,26.04,13,9.94,6,100,15,,,,
3/17/2020,spring,March,smithcove,D,1,7.2,8.81,25.9,13.9,9.33,1,1,17,17.83333333,,,
3/17/2020,spring,March,smithcove,D,0,7.2,8.81,25.9,13.9,9.33,2,20,40,,,,
3/17/2020,spring,March,smithcove,D,0,7.2,8.81,25.9,13.9,9.33,3,40,35,,,,
3/17/2020,spring,March,smithcove,D,0,7.2,8.81,25.9,13.9,9.33,4,60,10,,,,
3/17/2020,spring,March,smithcove,D,0,7.2,8.81,25.9,13.9,9.33,5,80,2,,,,
3/17/2020,spring,March,smithcove,D,0,7.2,8.81,25.9,13.9,9.33,6,100,3,,,,
3/17/2020,spring,March,smithcove,E,0,7.2,8.78,26.63,13.53,9.35,1,1,9,9.5,,,
3/17/2020,spring,March,smithcove,E,0,7.2,8.78,26.63,13.53,9.35,2,20,12,,,,
3/17/2020,spring,March,smithcove,E,0,7.2,8.78,26.63,13.53,9.35,3,40,25,,,,
3/17/2020,spring,March,smithcove,E,0,7.2,8.78,26.63,13.53,9.35,4,60,4,,,,
3/17/2020,spring,March,smithcove,E,0,7.2,8.78,26.63,13.53,9.35,5,80,7,,,,
3/17/2020,spring,March,smithcove,E,0,7.2,8.78,26.63,13.53,9.35,6,100,0,,,,
3/17/2020,spring,March,smithcove,F,0,7.6,8.77,26.75,16.85,9.48,1,1,32,19.33333333,,,
3/17/2020,spring,March,smithcove,F,0,7.6,8.77,26.75,16.85,9.48,2,20,31,,,,
3/17/2020,spring,March,smithcove,F,0,7.6,8.77,26.75,16.85,9.48,3,40,2,,,,
3/17/2020,spring,March,smithcove,F,0,7.6,8.77,26.75,16.85,9.48,4,60,4,,,,
3/17/2020,spring,March,smithcove,F,0,7.6,8.77,26.75,16.85,9.48,5,80,2,,,,
3/17/2020,spring,March,smithcove,F,0,7.6,8.77,26.75,16.85,9.48,6,100,45,,,,
3/19/2020,spring,March,GG,A,1,8.4,8.48,26.51,43.9,12.66,1,1,77,67,,,
3/19/2020,spring,March,GG,A,1,8.4,8.48,26.51,43.9,12.66,2,20,147,,,,
3/19/2020,spring,March,GG,A,1,8.4,8.48,26.51,43.9,12.66,3,40,88,,,,
3/19/2020,spring,March,GG,A,1,8.4,8.48,26.51,43.9,12.66,4,60,9,,,,
3/19/2020,spring,March,GG,A,1,8.4,8.48,26.51,43.9,12.66,5,80,6,,,,
3/19/2020,spring,March,GG,A,1,8.4,8.48,26.51,43.9,12.66,6,100,75,,,,
3/19/2020,spring,March,GG,B,1,8,8.74,25.96,11.48,10.26,1,1,87,62.16666667,,,
3/19/2020,spring,March,GG,B,1,8,8.74,25.96,11.48,10.26,2,20,23,,,,
3/19/2020,spring,March,GG,B,1,8,8.74,25.96,11.48,10.26,3,40,42,,,,
3/19/2020,spring,March,GG,B,1,8,8.74,25.96,11.48,10.26,4,60,87,,,,
3/19/2020,spring,March,GG,B,1,8,8.74,25.96,11.48,10.26,5,80,25,,,,
3/19/2020,spring,March,GG,B,1,8,8.74,25.96,11.48,10.26,6,100,109,,,,
3/19/2020,spring,March,GG,C,1,8.2,8.65,25.62,12.34,10.27,1,1,93,64.16666667,,,
3/19/2020,spring,March,GG,C,1,8.2,8.65,25.62,12.34,10.27,2,20,17,,,,
3/19/2020,spring,March,GG,C,1,8.2,8.65,25.62,12.34,10.27,3,40,39,,,,
3/19/2020,spring,March,GG,C,1,8.2,8.65,25.62,12.34,10.27,4,60,34,,,,
3/19/2020,spring,March,GG,C,1,8.2,8.65,25.62,12.34,10.27,5,80,32,,,,
3/19/2020,spring,March,GG,C,1,8.2,8.65,25.62,12.34,10.27,6,100,170,,,,
3/19/2020,spring,March,GG,D,1,8.2,8.74,26.45,10.72,9.91,1,1,100,53.83333333,,,
3/19/2020,spring,March,GG,D,0,8.2,8.74,26.45,10.72,9.91,2,20,27,,,,
3/19/2020,spring,March,GG,D,0,8.2,8.74,26.45,10.72,9.91,3,40,35,,,,
3/19/2020,spring,March,GG,D,0,8.2,8.74,26.45,10.72,9.91,4,60,46,,,,
3/19/2020,spring,March,GG,D,0,8.2,8.74,26.45,10.72,9.91,5,80,50,,,,
3/19/2020,spring,March,GG,D,0,8.2,8.74,26.45,10.72,9.91,6,100,65,,,,
3/19/2020,spring,March,GG,E,0,8.2,8.71,25.51,14.62,10.12,1,1,106,34.66666667,,,
3/19/2020,spring,March,GG,E,0,8.2,8.71,25.51,14.62,10.12,2,20,30,,,,
3/19/2020,spring,March,GG,E,0,8.2,8.71,25.51,14.62,10.12,3,40,21,,,,
3/19/2020,spring,March,GG,E,0,8.2,8.71,25.51,14.62,10.12,4,60,8,,,,
3/19/2020,spring,March,GG,E,0,8.2,8.71,25.51,14.62,10.12,5,80,3,,,,
3/19/2020,spring,March,GG,E,0,8.2,8.71,25.51,14.62,10.12,6,100,40,,,,
3/19/2020,spring,March,GG,F,0,8.4,8.67,26.9,42.41,10.11,1,1,73,51.16666667,,,
3/19/2020,spring,March,GG,F,0,8.4,8.67,26.9,42.41,10.11,2,20,9,,,,
3/19/2020,spring,March,GG,F,0,8.4,8.67,26.9,42.41,10.11,3,40,43,,,,
3/19/2020,spring,March,GG,F,0,8.4,8.67,26.9,42.41,10.11,4,60,75,,,,
3/19/2020,spring,March,GG,F,0,8.4,8.67,26.9,42.41,10.11,5,80,45,,,,
3/19/2020,spring,March,GG,F,0,8.4,8.67,26.9,42.41,10.11,6,100,62,,,,
6/29/2020,summer,June,Alki,A,1,12.7,8.56,32.4,6.8,8.62,1,1,10,2,Need to get ocean data bc YSI battery died ,,
6/29/2020,summer,June,Alki,A,1,12.7,8.56,32.4,8.44,8.62,2,20,0,,,,
6/29/2020,summer,June,Alki,A,1,12.7,8.56,32.4,10.43,8.62,3,40,0,,,,
6/29/2020,summer,June,Alki,A,1,12.7,8.56,32.4,10.43,8.62,4,60,1,,,,
6/29/2020,summer,June,Alki,A,1,12.7,8.56,32.4,6.27,8.62,5,80,0,,,,
6/29/2020,summer,June,Alki,A,1,12.7,8.56,32.4,5.37,8.62,6,100,1,,,,
6/29/2020,summer,June,Alki,B,1,12.7,8.56,32.4,6.8,8.62,1,1,5,1.333333333,,,
6/29/2020,summer,June,Alki,B,1,12.7,8.56,32.4,8.44,8.62,2,20,2,,,,
6/29/2020,summer,June,Alki,B,1,12.7,8.56,32.4,10.43,8.62,3,40,1,,,,
6/29/2020,summer,June,Alki,B,1,12.7,8.56,32.4,10.43,8.62,4,60,0,,,,
6/29/2020,summer,June,Alki,B,1,12.7,8.56,32.4,6.27,8.62,5,80,0,,,,
6/29/2020,summer,June,Alki,B,1,12.7,8.56,32.4,5.37,8.62,6,100,0,,,,
6/29/2020,summer,June,Alki,C,1,12.7,8.56,32.4,6.8,8.62,1,1,4,0.6666666667,,,
6/29/2020,summer,June,Alki,C,1,12.7,8.56,32.4,8.44,8.62,2,20,0,,,,
6/29/2020,summer,June,Alki,C,1,12.7,8.56,32.4,10.43,8.62,3,40,0,,,,
6/29/2020,summer,June,Alki,C,1,12.7,8.56,32.4,10.43,8.62,4,60,0,,,,
6/29/2020,summer,June,Alki,C,1,12.7,8.56,32.4,6.27,8.62,5,80,0,,,,
6/29/2020,summer,June,Alki,C,1,12.7,8.56,32.4,5.37,8.62,6,100,0,,,,
6/29/2020,summer,June,Alki,D,1,12.7,8.56,32.4,5.07,8.62,1,1,2,0.5,,,
6/29/2020,summer,June,Alki,D,0,12.7,8.56,32.4,5.71,8.62,2,20,0,,,,
6/29/2020,summer,June,Alki,D,0,12.7,8.56,32.4,5.68,8.62,3,40,1,,,,
6/29/2020,summer,June,Alki,D,0,12.7,8.56,32.4,6.78,8.62,4,60,0,,,,
6/29/2020,summer,June,Alki,D,0,12.7,8.56,32.4,8.45,8.62,5,80,0,,,,
6/29/2020,summer,June,Alki,D,0,12.7,8.56,32.4,14.07,8.62,6,100,0,,,,
